sub10_1: 0.7, 0.5, 0.64, 0.41, 0.74, 0.58, 0.53, 0.66, 0.72, 0.6, 0.68, 0.71, 0.62, 0.73
sub10_5: 0.6, 0.74, 0.55, 0.79, 0.68, 0.46, 0.64, 0.82, 0.56, 0.77, 0.71, 0.67, 0.53, 0.8
sub10_6: 0.52, 0.82, 0.76, 0.94, 0.66, 0.88, 0.7, 0.96, 0.6, 0.56, 0.79, 0.85, 0.73, 0.91
sub10_15: 0.73, 0.46, 0.6, 0.56, 0.65, 0.38, 0.7, 0.43, 0.68, 0.76, 0.52, 0.62, 0.4, 0.49
sub10_26: 0.78, 0.59, 0.48, 0.68, 0.72, 0.52, 0.62, 0.55, 0.65, 0.75, 0.8, 0.56, 0.7, 0.5
sub10_65: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_85: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_90: 0.77, 0.66, 0.72, 0.8, 0.75, 0.7, 0.82, 0.64, 0.68, 0.79, 0.65, 0.71, 0.74, 0.67
sub10_130: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_135: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_200: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_210: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_260: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
sub10_270: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
